#BM(C|255),MC(C|255),DESCR(C|4000)
02.0503,颅骨钛网置入术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.0504,颅骨金属板置入术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.0505,颅骨金属板置换术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.0601,额瓣修复术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.0602,颅缝再造术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.0603,颅骨有机玻璃修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.0700,颅骨(金属)板去除,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
02.1201,硬脑膜缺损修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1202,脑膜膨出修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1203,脑脊液漏修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1204,脑脊液鼻漏修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1205,脑脊液耳漏修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1206,脑脊液切口漏修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1207,脑膨出修补术伴颅成形术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1208,内镜下脑脊液鼻漏修补术,"BJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1209,硬脑膜补片修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1210,硬脑膜敷贴术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1211,内镜下经翼突入路蝶窦外侧隐窝脑膜脑膨出切除伴颅底修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1212,内镜下额隐窝及额窦脑膜脑膨出切除伴颅底修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1301,中脑膜动脉结扎术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1302,矢状窦结扎术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1401,脉络丛烧灼术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1402,侧脑室脉络丛切除灼烧术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1403,第三脑室脉络丛切除灼烧术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.1404,第四脑室脉络丛切除灼烧术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2101,脑室外引流[EVD]装置置入术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2102,脑室外引流[EVD]装置置换术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2201,经胼胝体第三脑室造口引流术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2202,神经内镜第三脑室造口术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2203,第三脑室造口术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2204,脑室Ommaya泵置入术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
02.2205,侧脑室脑池造口引流术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2206,脑室脑池分流术,"BC2,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
02.2207,脑室蛛网膜下腔分流术,"BC2,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
02.2208,脑室造口术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2209,脑室分流术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2210,脑室小脑延髓池分流术,"BC2,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
02.2211,脑室胼胝体周围池分流术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2212,脑室颈蛛网膜下腔分流术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2213,脑室矢状窦分流术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2214,内镜下脑室造口术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2215,侧脑室枕大池分流术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.2216,透明隔造瘘术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.3101,侧脑室乳突造口引流术,"BC2,手术1,手术1,1;ZB1,手术1,手术1,1"
02.3102,脑室乳突分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.3103,脑室鼻咽分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.3201,脑室心房分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.3202,脑室腔静脉分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.3203,脑室颈静脉分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3204,脑室颈外动脉分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3301,侧脑室胸腔造口引流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3401,侧脑室腹腔内分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3402,脑室胆囊分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.3403,硬膜下腹腔分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3404,脑室镜下脑室腹腔分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3405,腹腔镜下脑室腹腔分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3501,脑室膀胱分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.3502,脑室输尿管分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.3901,脑室骨髓分流术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.4101,脑室分流管冲洗术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.4102,脑室分流管探查术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.4201,脑室-腹膜分流管脑室端修正术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.4202,脑室分流管修正术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.4203,脑室腹腔分流管调整术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.4204,脑室腹腔分流管重置术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.4301,脑室腹腔引流管夹闭术,"BC2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.4302,脑室Ommaya泵去除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
02.9100,大脑皮层粘连松解术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.9200,脑修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1"
02.9301,颅内神经刺激器植入术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.9302,颅内神经刺激器置换术,"BD2,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.9303,脑深部电极置入术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.9304,丘脑底核电极刺激器置入术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
02.9401,颅钳插入术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9402,环状钳插入术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9403,颅钳置换术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9404,环状钳置换术,"BD2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9405,头颅骨盆牵引装置置入术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9501,颅钳牵引装置去除术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9502,环状钳牵引装置去除术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9503,头颅骨盆牵引装置去除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9600,蝶骨电极置入,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
02.9901,中脑导水管粘连松解术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
03.0200,椎板切除术部位再切开,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.0901,椎管探查术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.0902,脊髓探查术,"BD1,手术1,手术1,1"
03.0903,脊神经根探查术,"BD1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.0904,椎间孔减压术,"BD1,手术1,手术1,1"
03.0905,脊神经根减压术,"BD1,手术1,手术1,1"
03.0906,椎管切开引流术,"BD1,手术1,手术1,1"
03.0907,脊髓内引流术,"BD1,手术1,手术1,1"
03.0908,椎间盘粘连松解术,"BD1,手术1,手术1,1"
03.0909,椎管扩大成形术，单开门,"BD1,手术1,手术1,1"
03.0910,椎管扩大成形术，双开门,"BD1,手术1,手术1,1"
03.0911,椎板切开减压术,"BD1,手术1,手术1,1"
03.0912,椎板切除减压术,"BD1,手术1,手术1,1"
03.0913,椎间盘镜下椎管成形术,"BD1,手术1,手术1,1"
03.0914,椎间盘镜下椎管减压术,"BD1,手术1,手术1,1"
03.0915,椎间盘镜下椎间孔切开术,"BD1,手术1,手术1,1"
03.1x01,脊髓后根神经切断术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.1x02,脊髓前根神经切断术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.2101,立体定向脊髓切断术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.2102,脊髓背根入髓区切开术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.2901,脊髓前外侧束切断术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.2902,脊髓神经束切断术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.2903,脊髓丘脑侧索切断术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.3201,硬脊膜活组织检查,"BD1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2"
03.3202,脊髓活组织检查术,"BD1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2"
03.4x01,颈髓病损切除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.4x02,硬脊膜囊肿造袋术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.4x03,脊髓病损切除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.4x04,硬脊膜病损切除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.4x05,硬脊膜外病损切除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.4x06,硬脊膜下病损切除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.4x07,内镜下椎管内病损切除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.5301,脊椎骨折切开复位内固定术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.5302,颈椎骨折切开复位内固定术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.5303,齿状突骨折切开复位内固定术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.5304,胸椎骨折切开复位内固定术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.5305,腰椎骨折切开复位内固定术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2"
03.5306,颈后入路寰枢椎复位内固定术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.5901,脊柱裂修补术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1"
03.5902,脊髓纵裂修补术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1"
03.5903,脊膜修补术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1"
03.5904,椎弓缺损修补术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1"
03.5905,脊髓空洞填塞术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1"
03.6x01,脊髓粘连松解术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.6x02,脊髓神经根粘连松解术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.6x03,脊髓蛛网膜粘连松解术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
03.7100,脊髓蛛网膜下-腹腔分流术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7101,脊髓空洞腹腔引流术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7200,脊髓蛛网膜下-输尿管分流术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7901,脊髓硬膜外分流术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7902,脊髓空洞蛛网膜下腔分流术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7904,胸腔脊膜吻合术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7905,腰-蛛网膜下腔分流术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.7906,输卵管脊膜吻合术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.8x01,椎管内无水酒精注射,"BJ1,手术1,手术1,1"
03.9101,椎管内置管止痛术,"BJ1,手术1,手术1,1"
03.9102,脊神经根阻滞术,"BJ1,手术1,手术1,1"
03.9201,脊髓蛛网膜下腔注射术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.9202,脊髓鞘内注射,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.9301,脊髓神经刺激器置入术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.9302,脊髓神经刺激器置换术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.9500,脊髓血块补片,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.9600,经皮的椎骨关节面去神经术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
03.9801,脊髓蛛网膜下腔-腹腔分流管去除术,"BD1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0101,经乙状窦后入路听神经瘤切除术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0102,经迷路内听道听神经瘤切除术,"PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0102,经迷路内听道听神经瘤切除术04.0103前庭神经切断术,"BB2,手术1,手术1,1"
04.0103,前庭神经切断术,"PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0201,延髓三叉神经脊髓束切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0202,颞下三叉神经根切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0203,经后颅窝三叉神经感觉根切断术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0204,上牙槽神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0205,筛前神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0301,颅神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0302,视神经切断术,"CJ1,手术1,手术1,1"
04.0303,面神经切断术,"BJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0304,周围神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0305,指神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0306,趾神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0307,运动神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0308,坐骨神经切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0309,胫神经肌支切断术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0310,腓神经切断术,"IH1,手术1,手术1,1"
04.0401,面神经解剖术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0402,颅神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0403,视神经鞘膜切开术,"CJ1,手术1,手术1,1"
04.0404,面神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0405,喉返神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0406,副神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0407,舌下神经探查术,"DJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0408,周围神经探查术,"BJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0409,颈丛神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0410,臂丛神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0411,腰丛神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0412,骶丛神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0413,膈神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0414,坐骨神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0415,腋神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0416,肌皮神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0417,肩胛上神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0418,正中神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0419,尺神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0420,桡神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0421,指神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
04.0422,肋间神经探查术,"BJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
